"Year";"Site";"Country";"Vehicle";"Family";"Remarks";"Success"
"1986";"Pl LC-32/2";"USSR/Russia";"Tsiklon-3";"";"";"True"
"1986";"Pl LC-43/4";"USSR/Russia";"Molniya-M (Blok-2BL)";"R-7";"";"True"
"1986";"Pl LC-41/1";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1986";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1986";"Pl LC-32/2";"USSR/Russia";"Tsiklon-3";"";"";"True"
"1986";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1986";"Pl LC-43/3";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1987";"Pl LC-32/2";"USSR/Russia";"Tsiklon-3";"";"";"True"
"1987";"Ba LC-31/6";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1987";"Pl LC-32/2";"USSR/Russia";"Tsiklon-3";"";"";"True"
"1987";"Pl LC-43/3";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1987";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U2";"R-7";"";"True"
"1987";"Pl LC-132/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1987";"KY LC-107";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1987";"Pl LC-41/1";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1987";"Pl LC-132/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1987";"Ba LC-200/40";"USSR/Russia";"Proton-K Blok-DM-2";"Proton";"partial failure";"False"
"1987";"Ba LC-90";"USSR/Russia";"Tsiklon-2";"";"";"True"
"1987";"Ka LP-M";"Japan";"M-3S-2";"";"";"True"
"1987";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U2";"R-7";"";"True"
"1987";"Pl LC-43/4";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1987";"Va SLC 4W";"USA";"Titan-3(34)B Agena-D";"";"";"True"
"1987";"Ba LC-45/1";"USSR/Russia";"Zenit-2";"";"";"True"
"1987";"Pl LC-132/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1987";"Ta LP-N";"Japan";"N-2";"";"";"True"
"1987";"Pl LC-16/2";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1987";"Pl LC-32/2";"USSR/Russia";"Tsiklon-3";"";"";"True"
"1987";"Pl LC-41/1";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1987";"CC LC-17A";"USA";"Delta-3914";"";"";"True"
"1987";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U2";"R-7";"";"True"
"1987";"Pl LC-32/2";"USSR/Russia";"Tsiklon-3";"";"";"True"
"1987";"Pl LC-16/2";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1987";"Pl LC-32/2";"USSR/Russia";"Tsiklon-3";"";"";"True"
"1987";"Ba LC-45/1";"USSR/Russia";"Zenit-2";"";"";"True"
"1987";"Ba LC-200/40";"USSR/Russia";"Proton-K Blok-DM";"Proton";"";"True"
"1987";"CC LC-17B";"USA";"Delta-3920 PAM-D";"";"";"True"
"1987";"Sr";"India";"ASLV";"";"failure";"False"
"1987";"CC LC-36B";"USA";"Atlas-G Centaur-D1AR";"Atlas";"failure";"False"
"1987";"Ba LC-200/39";"USSR/Russia";"Proton-K";"Proton";"";"True"
"1987";"Ba LC-90";"USSR/Russia";"Tsiklon-2";"";"";"True"
"1987";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1987";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1987";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U2";"R-7";"";"True"
"1987";"Pl LC-43/3";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1987";"Ba LC-200/40";"USSR/Russia";"Proton-K Blok-DM-2";"Proton";"partial failure";"False"
"1987";"Pl LC-41/1";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1987";"Pl LC-32/2";"USSR/Russia";"Tsiklon-3";"";"";"True"
"1987";"Ba LC-31/6";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1987";"Ba LC-200/39";"USSR/Russia";"Proton-K Blok-DM";"Proton";"";"True"
"1987";"Ba LC-45/1";"USSR/Russia";"Zenit-2";"";"";"True"
"1987";"Ba LC-31/6";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1987";"Va SLC 3E";"USA";"Atlas-H MSD";"Atlas";"";"True"
"1987";"Ba LC-250";"USSR/Russia";"Energiya TKS";"";"version 1st flight, failure";"False"
"1987";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U2";"R-7";"";"True"
"1987";"Pl LC-43/4";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1987";"Pl LC-16/2";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1987";"Pl LC-43/4";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1987";"Pl LC-16/2";"USSR/Russia";"Molniya-M (Blok-2BL)";"R-7";"";"True"
"1987";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1987";"Pl LC-43/4";"USSR/Russia";"Molniya-M (Blok-2BL)";"R-7";"";"True"
"1987";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1987";"Pl LC-43/3";"USSR/Russia";"Soyuz-U";"R-7";"failure";"False"
"1987";"Ba LC-90";"USSR/Russia";"Tsiklon-2";"";"";"True"
"1987";"Va SLC 3W";"USA";"Atlas-E Star-37S-ISS";"Atlas";"";"True"
"1987";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1987";"Pl LC-32/2";"USSR/Russia";"Tsiklon-3";"";"";"True"
"1987";"Pl LC-41/1";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1987";"Pl LC-132/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1987";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1987";"Pl LC-16/2";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1987";"Ba LC-90";"USSR/Russia";"Tsiklon-2";"";"";"True"
"1987";"Pl LC-132/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1987";"Pl LC-32/2";"USSR/Russia";"Tsiklon-3";"";"";"True"
"1987";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U2";"R-7";"";"True"
"1987";"Ba LC-200/40";"USSR/Russia";"Proton-K";"Proton";"";"True"
"1987";"Ba LC-45/1";"USSR/Russia";"Zenit-2";"";"";"True"
"1987";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U2";"R-7";"";"True"
"1987";"Jq LC-2/138";"China";"CZ-2C";"Long March";"";"True"
"1987";"Pl LC-32/1";"USSR/Russia";"Tsiklon-3";"";"";"True"
"1987";"Pl LC-43/4";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1987";"Ta LP-N";"Japan";"H-1 UM-129A (9 SO)";"";"";"True"
"1987";"Ba LC-45/1";"USSR/Russia";"Zenit-2";"";"";"True"
"1987";"Pl LC-43/4";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1987";"Ba LC-200/39";"USSR/Russia";"Proton-K Blok-DM";"Proton";"";"True"
"1987";"Pl LC-32/1";"USSR/Russia";"Tsiklon-3";"";"";"True"
"1987";"Jq LC-2/138";"China";"CZ-2C";"Long March";"";"True"
"1987";"Ba Ba LC-1/5 ?";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1987";"Pl LC-43/4";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1987";"Ko ELA-1";"Europe";"Ariane-3";"Ariane";"";"True"
"1987";"Ba LC-200/40";"USSR/Russia";"Proton-K Blok-DM-2";"Proton";"";"True"
"1987";"Va SLC 5";"USA";"Scout-G1";"";"";"True"
"1987";"Pl LC-41/1";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1987";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U2";"R-7";"";"True"
"1987";"Pl LC-41/1";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1987";"Ba LC-200/39";"USSR/Russia";"Proton-K Blok-DM-2";"Proton";"";"True"
"1987";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1987";"Ba LC-90";"USSR/Russia";"Tsiklon-2";"";"";"True"
"1987";"Pl LC-133/3";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1987";"Pl LC-32/1";"USSR/Russia";"Tsiklon-3";"";"";"True"
"1987";"Pl LC-16/2";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1987";"Va SLC 4E";"USA";"Titan-34D";"";"";"True"
"1987";"Ba LC-200/40";"USSR/Russia";"Proton-K Blok-DM-2";"Proton";"";"True"
"1987";"Ba LC-31/6 ?";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1987";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1987";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U2";"R-7";"";"True"
"1987";"Ko ELA-2";"Europe";"Ariane-2";"Ariane";"";"True"
"1987";"Ba LC-200/39";"USSR/Russia";"Proton-K Blok-DM-2";"Proton";"";"True"
"1987";"CC LC-40";"USA";"Titan-34D Transtage";"";"";"True"
"1987";"Pl LC-133/3?";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1987";"Ba LC-31/6";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1987";"Ba LC-200/40";"USSR/Russia";"Proton-K Blok-DM-2";"Proton";"";"True"
"1987";"Ba LC-90";"USSR/Russia";"Tsiklon-2";"";"";"True"
"1987";"Ba LC-31/6";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1987";"Pl LC-133/3";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1987";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U2";"R-7";"";"True"
"1987";"Pl LC-41/1";"USSR/Russia";"Molniya-M (Blok-2BL)";"R-7";"";"True"
"1987";"Pl LC-133/3";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1987";"Ba LC-31/6";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1987";"Pl LC-16/2";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1987";"Ba LC-200/39";"USSR/Russia";"Proton-K Blok-DM-2";"Proton";"";"True"
"1987";"Pl LC-43/4";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"Pl LC-32/2";"USSR/Russia";"Tsiklon-3";"";"";"True"
"1988";"Pl LC-32/1";"USSR/Russia";"Tsiklon-3";"";"";"True"
"1988";"Ba LC-200/40";"USSR/Russia";"Proton-K Blok-DM-2";"Proton";"failure";"False"
"1988";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U2";"R-7";"";"True"
"1988";"Pl LC-41/1";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"Pl LC-32/1";"USSR/Russia";"Tsiklon-3";"";"";"True"
"1988";"Va SLC 3W";"USA";"Atlas-E Star-37S-ISS";"Atlas";"";"True"
"1988";"Ba LC-31/6";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"CC LC-17B";"USA";"Delta-3910";"";"";"True"
"1988";"Ba LC-200/39";"USSR/Russia";"Proton-K Blok-DM-2";"Proton";"partial failure";"False"
"1988";"Pl LC-16/2";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"Ta LP-N";"Japan";"H-1 UM-129A (9 SO)";"";"";"True"
"1988";"Pl LC-41/1";"USSR/Russia";"Molniya-M (Blok-2BL)";"R-7";"";"True"
"1988";"Xi LC-3";"China";"CZ-3";"Long March";"";"True"
"1988";"Pl LC-43/4";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1988";"Ba Ba LC-1/5";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1988";"Ko ELA-1";"Europe";"Ariane-3";"Ariane";"";"True"
"1988";"Ba LC-90";"USSR/Russia";"Tsiklon-2";"";"";"True"
"1988";"Pl LC-32/1";"USSR/Russia";"Tsiklon-3";"";"";"True"
"1988";"Ba LC-31/6";"USSR/Russia";"Vostok-2M";"R-7";"";"True"
"1988";"Pl LC-43/4";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1988";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1988";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U2";"R-7";"";"True"
"1988";"Pl LC-16/2";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"SM";"USA";"Scout-G1";"";"";"True"
"1988";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"Ba LC-200/40";"USSR/Russia";"Proton-K Blok-DM";"Proton";"";"True"
"1988";"Pl LC-133/3";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1988";"Pl LC-16/2";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"Pl LC-41/1";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"Ba LC-31/6";"USSR/Russia";"Vostok-2M";"R-7";"";"True"
"1988";"Va SLC 5";"USA";"Scout-G1";"";"";"True"
"1988";"Ba LC-200/39";"USSR/Russia";"Proton-K Blok-DM-2";"Proton";"";"True"
"1988";"Ba LC-31/6";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"Ba LC-200/39";"USSR/Russia";"Proton-K Blok-DM";"Proton";"";"True"
"1988";"Pl LC-43/4";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U2";"R-7";"";"True"
"1988";"Ba LC-45/1";"USSR/Russia";"Zenit-2";"";"";"True"
"1988";"Ko ELA-1";"Europe";"Ariane-2";"Ariane";"";"True"
"1988";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"Ba LC-31/6";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"Ba LC-200/39";"USSR/Russia";"Proton-K Blok-DM-2";"Proton";"";"True"
"1988";"Pl LC-43/4";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1988";"Ba LC-90";"USSR/Russia";"Tsiklon-2";"";"";"True"
"1988";"Pl LC-32/1";"USSR/Russia";"Tsiklon-3";"";"";"True"
"1988";"Pl LC-41/1";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U2";"R-7";"";"True"
"1988";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"Pl LC-32/2";"USSR/Russia";"Tsiklon-3";"";"";"True"
"1988";"Ko ELA-2";"Europe";"Ariane-44LP H10";"Ariane";"version 1st flight";"True"
"1988";"Va SLC 5";"USA";"Scout-G1";"";"";"True"
"1988";"Pl LC-133/3";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1988";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"Pl LC-41/1";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"Pl LC-32/1";"USSR/Russia";"Tsiklon-3";"";"";"True"
"1988";"Pl LC-16/2";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"Ba LC-200/39";"USSR/Russia";"Proton-K Blok-D-2";"Proton";"version 1st flight";"True"
"1988";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U";"R-7";"failure";"False"
"1988";"Ba LC-200/40";"USSR/Russia";"Proton-K Blok-D-2";"Proton";"";"True"
"1988";"Sr";"India";"ASLV";"";"failure";"False"
"1988";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1988";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U2";"R-7";"";"True"
"1988";"Pl LC-133/3";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1988";"Ko ELA-1";"Europe";"Ariane-3";"Ariane";"";"True"
"1988";"Pl LC-32/2";"USSR/Russia";"Tsiklon-3";"";"";"True"
"1988";"Pl LC-43/4";"USSR/Russia";"Soyuz-U";"R-7";"failure";"False"
"1988";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1988";"Ba LC-200/39";"USSR/Russia";"Proton-K Blok-DM-2";"Proton";"";"True"
"1988";"Jq LC-2/138";"China";"CZ-2C";"Long March";"";"True"
"1988";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"Pl LC-41/1";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1988";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"Ba LC-200/40";"USSR/Russia";"Proton-K Blok-DM-2";"Proton";"";"True"
"1988";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"Pl LC-41/1";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"Va SLC 5";"USA";"Scout-G1";"";"";"True"
"1988";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U2";"R-7";"";"True"
"1988";"Pl LC-16/2";"USSR/Russia";"Molniya-M (Blok-2BL)";"R-7";"";"True"
"1988";"CC LC-40";"USA";"Titan-34D Transtage";"";"partial failure";"False"
"1988";"Va SLC 4W";"USA";"Titan-2(23)G";"";"version 1st flight";"True"
"1988";"Pl LC-16/2";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"TY LC-7";"China";"CZ-4";"Long March";"";"True"
"1988";"Ko ELA-2";"Europe";"Ariane-3";"Ariane";"";"True"
"1988";"Pl LC-41/1";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U2";"R-7";"";"True"
"1988";"Pl LC-41/1";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"Ba LC-200/39";"USSR/Russia";"Proton-K Blok-DM-2";"Proton";"";"True"
"1988";"Ta LP-N";"Japan";"H-1 UM-129A (9 SO)";"";"";"True"
"1988";"Pa";"Israel";"Shavit";"";"version 1st flight";"True"
"1988";"Pl LC-16/2";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"Va SLC 3W";"USA";"Atlas-E Star-37S-ISS";"Atlas";"";"True"
"1988";"Pl LC-41/1";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1988";"CCK LC-39B";"USA";"Shuttle";"";"";"True"
"1988";"Pl LC-41/1";"USSR/Russia";"Molniya-M (Blok-2BL)";"R-7";"";"True"
"1988";"Pl LC-32/1";"USSR/Russia";"Tsiklon-3";"";"";"True"
"1988";"Pl LC-16/2";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"Ba LC-200/39";"USSR/Russia";"Proton-K Blok-DM-2";"Proton";"";"True"
"1988";"Pl LC-41/1";"USSR/Russia";"Molniya-M (Blok-2BL)";"R-7";"";"True"
"1988";"Pl LC-16/2";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"Ko ELA-1";"Europe";"Ariane-2";"Ariane";"";"True"
"1988";"Va SLC 4E";"USA";"Titan-34D";"";"";"True"
"1988";"Ba Ba LC-1/5 ?";"USSR/Russia";"Soyuz-U";"R-7";"failure";"False"
"1988";"Ba LC-110L";"USSR/Russia";"Energiya Buran";"";"version 1st flight";"True"
"1988";"Ba LC-90";"USSR/Russia";"Tsiklon-2";"";"";"True"
"1988";"Ba LC-45/1";"USSR/Russia";"Zenit-2";"";"";"True"
"1988";"Pl LC-41/1";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U2";"R-7";"";"True"
"1988";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"CCK LC-39B";"USA";"Shuttle";"";"";"True"
"1988";"Pl LC-43/3";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"Ba LC-200/40";"USSR/Russia";"Proton-K Blok-DM-2";"Proton";"";"True"
"1988";"Ko ELA-2";"Europe";"Ariane-44LP H10";"Ariane";"";"True"
"1988";"Pl LC-16/2";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1988";"Xi LC-3";"China";"CZ-3";"Long March";"";"True"
"1988";"Pl LC-43/3";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1988";"Pl LC-32/1";"USSR/Russia";"Tsiklon-3";"";"";"True"
"1988";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U2";"R-7";"";"True"
"1988";"Pl LC-43/3";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1988";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1989";"Ba LC-200/39";"USSR/Russia";"Proton-K Blok-DM-2";"Proton";"";"True"
"1989";"Pl LC-16/2";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1989";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1989";"Ba LC-200/40";"USSR/Russia";"Proton-K Blok-DM-2";"Proton";"";"True"
"1989";"Pl LC-132/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1989";"Ko ELA-1";"Europe";"Ariane-2";"Ariane";"";"True"
"1989";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1989";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U2";"R-7";"";"True"
"1989";"Pl LC-32/1";"USSR/Russia";"Tsiklon-3";"";"";"True"
"1989";"Pl LC-41/1";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1989";"Pl LC-43/3";"USSR/Russia";"Molniya-M (Blok-2BL)";"R-7";"";"True"
"1989";"Pl LC-132/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1989";"CC LC-17A";"USA";"Delta-6925";"";"";"True"
"1989";"Ba Ba LC-1/5 ?";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1989";"Pl LC-43/3";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1989";"Ka LP-M";"Japan";"M-3S-2";"";"";"True"
"1989";"Pl LC-132/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1989";"Pl LC-32/2";"USSR/Russia";"Tsiklon-3";"";"";"True"
"1989";"Pl LC-43/3";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1989";"Ko ELA-2";"Europe";"Ariane-44LP H10";"Ariane";"";"True"
"1989";"CCK LC-39B";"USA";"Shuttle";"";"";"True"
"1989";"Pl LC-16/2";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1989";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U2";"R-7";"";"True"
"1989";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1989";"Pl LC-132/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1989";"CC LC-17B";"USA";"Delta-3920";"";"";"True"
"1989";"Ko ELA-1";"Europe";"Ariane-2";"Ariane";"";"True"
"1989";"Pl LC-132/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1989";"Pl LC-43/3";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1989";"Ba LC-200/39";"USSR/Russia";"Proton-K Blok-DM-2";"Proton";"";"True"
"1989";"Pl LC-43/3";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1989";"Pl LC-41/1";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1989";"CCK LC-39B";"USA";"Shuttle";"";"";"True"
"1989";"Pl LC-16/2";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1989";"CC LC-40";"USA";"Titan-34D Transtage";"";"";"True"
"1989";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1989";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1989";"Pl LC-43/3";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1989";"Ba LC-200/40";"USSR/Russia";"Proton-K Blok-DM-2";"Proton";"";"True"
"1989";"Pl LC-43/4";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1989";"Ko ELA-2";"Europe";"Ariane-44L H10";"Ariane";"version 1st flight";"True"
"1989";"Pl LC-132/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1989";"Pl LC-43/3";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1989";"Pl LC-32/2";"USSR/Russia";"Tsiklon-3";"";"failure";"False"
"1989";"CC LC-17A";"USA";"Delta-6925";"";"";"True"
"1989";"Pl LC-133/3";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1989";"CC LC-41";"USA";"Titan-4(02)A IUS";"";"version 1st flight";"True"
"1989";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1989";"Ba LC-200/39";"USSR/Russia";"Proton-K Blok-DM-2";"Proton";"";"True"
"1989";"Pl LC-16/2";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1989";"Pl LC-133/3";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1989";"Pl LC-43/4";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1989";"Ba LC-200/40";"USSR/Russia";"Proton-K Blok-DM-2";"Proton";"";"True"
"1989";"Ko ELA-1";"Europe";"Ariane-3";"Ariane";"";"True"
"1989";"Pl LC-41/1";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1989";"Pl LC-16/2";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1989";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1989";"Pl LC-43/3";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1989";"Ba LC-90";"USSR/Russia";"Tsiklon-2";"";"";"True"
"1989";"Pl LC-133/3";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1989";"Pl LC-16/2";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1989";"CCK LC-39B";"USA";"Shuttle";"";"";"True"
"1989";"Ko ELA-2";"Europe";"Ariane-44LP H10";"Ariane";"";"True"
"1989";"Pl LC-43/4";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1989";"CC LC-17A";"USA";"Delta-6925";"";"";"True"
"1989";"Pl LC-41/1";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1989";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U2";"R-7";"";"True"
"1989";"CC LC-17B";"USA";"Delta-4925";"";"";"True"
"1989";"Pl LC-32/2";"USSR/Russia";"Tsiklon-3";"";"";"True"
"1989";"CC LC-40";"USA";"Titan-34D Transtage";"";"";"True"
"1989";"Ta LP-N";"Japan";"H-1 UM-129A (6 SO)";"";"";"True"
"1989";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U2";"R-7";"";"True"
"1989";"Va SLC 4W";"USA";"Titan-2(23)G";"";"";"True"
